batch_id,timestamp,machine_id,temperature_C,pressure_bar,raw_material_kg,batch_size_kg,reaction_rate_constant,reaction_time_min,machine_runtime_min,downtime_min,cycle_time_min,conversion_percent,production_kg,defective_kg,good_production_kg,yield_percent,energy_kWh,energy_cost,total_cost,cost_per_good_kg,throughput_kg_hr,maintenance_event
3538,2025-10-22 18:00:00,M03,71.59,3.818,1117.38,1093.7,0.004085,160.36,176.24,22.26,198.49,55.0,601.54,10.96,590.57,52.85,931.17,121.05,2977.08,5.041,178.52,No
3539,2025-10-22 20:00:00,M01,70.57,4.153,974.2,959.42,0.003986,123.73,142.61,0.84,143.45,55.0,527.68,5.85,521.84,53.57,711.94,92.55,2385.93,4.572,218.27,No
3540,2025-10-22 22:00:00,M02,64.85,4.143,1073.75,1023.05,0.00324,134.36,151.83,22.4,174.24,55.0,562.68,18.82,543.86,50.65,712.55,92.63,2679.09,4.926,187.28,No
3541,2025-10-23 00:00:00,M05,75.83,4.393,883.34,860.64,0.004833,111.18,124.83,16.3,141.13,55.0,473.35,7.4,465.95,52.75,694.83,90.33,2331.65,5.004,198.09,No
3542,2025-10-23 02:00:00,M03,72.65,4.696,797.22,784.84,0.004372,130.1,143.37,8.49,151.86,55.0,431.66,9.31,422.35,52.98,773.74,100.59,1989.3,4.71,166.87,No
3543,2025-10-23 04:00:00,M05,75.58,4.355,1164.38,1125.72,0.004785,90.04,111.04,15.63,126.66,55.0,619.15,9.68,609.47,52.34,566.92,73.7,2827.39,4.639,288.7,No
3544,2025-10-23 06:00:00,M02,65.73,3.835,970.0,938.19,0.003311,157.35,170.6,17.45,188.05,55.0,516.01,9.49,506.51,52.22,842.36,109.51,2444.77,4.827,161.61,No
3545,2025-10-23 08:00:00,M02,73.93,3.218,1022.72,1007.86,0.00434,153.0,174.53,17.34,191.87,55.0,554.32,9.58,544.74,53.26,901.74,117.23,2608.3,4.788,170.34,No
3546,2025-10-23 10:00:00,M03,73.13,3.854,889.73,883.88,0.004317,140.68,156.81,7.24,164.05,55.0,486.13,7.24,478.9,53.82,820.0,106.6,2264.65,4.729,175.15,No
3547,2025-10-23 12:00:00,M03,72.76,3.595,885.58,862.82,0.004223,136.73,145.44,6.51,151.95,55.0,474.55,10.56,463.99,52.39,802.34,104.3,2176.8,4.691,183.21,No
3548,2025-10-23 14:00:00,M05,68.24,3.871,935.84,918.85,0.003631,134.17,154.75,5.6,160.35,55.0,505.37,14.03,491.34,52.5,735.56,95.62,2461.9,5.011,183.85,No
3549,2025-10-23 16:00:00,M01,78.54,4.309,1057.86,1038.96,0.005287,125.13,146.33,2.32,148.65,55.0,571.43,11.01,560.41,52.98,778.68,101.23,2712.74,4.841,226.2,No
3550,2025-10-23 18:00:00,M05,83.28,4.238,953.51,921.33,0.006181,86.63,106.96,12.15,119.11,55.0,506.73,11.07,495.66,51.98,595.01,77.35,2473.92,4.991,249.67,No
3551,2025-10-23 20:00:00,M05,65.89,5.036,969.78,969.01,0.003472,165.37,181.51,23.5,205.0,55.0,532.96,9.62,523.33,53.96,892.07,115.97,2502.33,4.782,153.17,No
3552,2025-10-23 22:00:00,M03,75.96,4.417,932.99,916.95,0.004859,123.04,139.61,52.95,192.57,55.0,504.32,7.77,496.55,53.22,742.1,96.47,2382.87,4.799,154.71,Yes
3553,2025-10-24 00:00:00,M02,58.0,5.059,1104.92,1086.06,0.002586,224.23,240.41,4.18,244.59,55.0,597.33,12.22,585.11,52.96,1037.28,134.85,2966.42,5.07,143.54,No
3554,2025-10-24 02:00:00,M03,75.68,4.522,1078.17,1066.82,0.004829,140.78,155.9,4.92,160.81,55.0,586.75,9.93,576.82,53.5,852.98,110.89,2764.0,4.792,215.21,No
3555,2025-10-24 04:00:00,M02,61.71,4.689,956.43,924.18,0.00294,207.68,226.8,13.72,240.51,55.0,508.3,14.29,494.01,51.65,1011.9,131.55,2620.58,5.305,123.24,No
3556,2025-10-24 06:00:00,M04,69.11,4.038,1061.57,1057.37,0.003769,157.23,174.41,14.89,189.3,55.0,581.55,11.28,570.27,53.72,866.49,112.64,2800.87,4.911,180.75,No
3557,2025-10-24 08:00:00,M03,64.78,3.716,977.93,975.59,0.003183,176.06,192.2,4.43,196.63,55.0,536.57,11.68,524.9,53.67,910.55,118.37,2556.61,4.871,160.17,No
3558,2025-10-24 10:00:00,M05,70.81,3.998,969.62,956.71,0.003999,149.95,165.1,11.18,176.29,55.0,526.19,9.82,516.37,53.26,849.95,110.49,2517.28,4.875,175.75,No
3559,2025-10-24 12:00:00,M04,76.61,4.195,995.53,986.11,0.00493,111.78,130.37,11.56,141.93,55.0,542.36,10.43,531.94,53.43,702.47,91.32,2522.39,4.742,224.87,No
3560,2025-10-24 14:00:00,M03,61.78,3.917,1057.89,1037.88,0.002869,202.61,225.68,14.84,240.53,55.0,570.84,10.47,560.36,52.97,1011.49,131.49,2780.63,4.962,139.78,No
3561,2025-10-24 16:00:00,M04,70.02,3.749,919.7,915.43,0.003854,140.42,158.9,36.42,195.32,55.0,503.49,11.25,492.24,53.52,798.63,103.82,2365.7,4.806,151.21,No
3562,2025-10-24 18:00:00,M03,69.18,4.388,1045.22,1019.22,0.003824,138.41,150.99,6.05,157.04,55.0,560.57,9.38,551.18,52.73,769.15,99.99,2684.65,4.871,210.59,No
3563,2025-10-24 20:00:00,M05,80.7,3.748,1224.8,1205.96,0.005574,89.29,107.2,6.36,113.55,55.0,663.28,15.76,647.51,52.87,600.78,78.1,3039.88,4.695,342.15,No
3564,2025-10-24 22:00:00,M01,74.37,3.51,1016.48,1001.57,0.004454,122.7,142.63,11.79,154.42,55.0,550.86,9.47,541.39,53.26,736.1,95.69,2536.62,4.685,210.36,No
3565,2025-10-25 00:00:00,M05,65.53,3.695,1003.21,987.7,0.003269,165.64,186.48,14.42,200.89,55.0,543.24,15.65,527.59,52.59,867.24,112.74,2645.54,5.014,157.57,No
3566,2025-10-25 02:00:00,M05,69.41,4.095,992.42,990.27,0.003816,184.81,204.87,18.03,222.9,55.0,544.65,11.84,532.81,53.69,1014.4,131.87,2714.49,5.095,143.42,No
3567,2025-10-25 04:00:00,M05,80.56,3.754,1043.04,1054.78,0.00555,115.68,134.21,2.18,136.4,55.0,580.13,14.61,565.52,54.22,760.64,98.88,2647.09,4.681,248.77,No
3568,2025-10-25 06:00:00,M03,75.93,4.097,855.06,841.11,0.004799,116.03,144.88,37.09,181.97,55.0,462.61,10.07,452.54,52.92,725.67,94.34,2244.89,4.961,149.21,No
3569,2025-10-25 08:00:00,M05,66.95,4.47,1153.1,1142.31,0.003539,151.18,164.42,8.85,173.27,55.0,628.27,8.27,620.0,53.77,815.2,105.98,2930.36,4.726,214.7,No
3570,2025-10-25 10:00:00,M02,70.53,4.458,1088.31,1061.5,0.004023,152.49,176.45,7.07,183.52,55.0,583.83,7.85,575.97,52.92,852.44,110.82,2612.41,4.536,188.31,No
3571,2025-10-25 12:00:00,M04,70.71,3.903,941.99,939.53,0.00397,179.79,200.0,4.54,204.54,55.0,516.74,9.22,507.52,53.88,1001.31,130.17,2457.24,4.842,148.87,No
3572,2025-10-25 14:00:00,M01,69.04,3.613,1002.84,981.57,0.003703,169.39,196.56,7.03,203.6,55.0,539.86,9.73,530.14,52.86,931.85,121.14,2798.61,5.279,156.23,No
3573,2025-10-25 16:00:00,M02,62.59,3.941,949.84,971.44,0.00296,147.64,159.85,2.59,162.44,55.0,534.29,10.62,523.67,55.13,755.45,98.21,2448.82,4.676,193.43,No
3574,2025-10-25 18:00:00,M03,68.27,4.495,1026.93,990.94,0.003716,170.16,194.31,22.1,216.41,55.0,545.02,11.66,533.36,51.94,908.02,118.04,2602.14,4.879,147.87,No
3575,2025-10-25 20:00:00,M02,79.64,4.6,1005.52,1016.35,0.005543,116.48,141.03,10.84,151.87,55.0,558.99,11.39,547.6,54.46,753.61,97.97,2562.11,4.679,216.34,No
3576,2025-10-25 22:00:00,M02,69.9,4.359,1020.58,1017.41,0.003921,187.02,204.39,6.74,211.14,55.0,559.57,16.46,543.12,53.22,1040.69,135.29,2638.22,4.858,154.34,No
3577,2025-10-26 00:00:00,M05,71.43,4.741,907.45,881.62,0.004195,130.7,145.3,22.32,167.62,55.0,484.89,10.7,474.19,52.26,761.73,99.02,2366.82,4.991,169.74,No
3578,2025-10-26 02:00:00,M02,72.77,4.978,956.66,968.94,0.004433,130.26,156.75,10.23,166.98,55.0,532.92,9.88,523.04,54.67,771.45,100.29,2478.61,4.739,187.94,No
3579,2025-10-26 04:00:00,M04,84.2,3.983,1103.15,1074.31,0.006315,95.18,109.88,8.76,118.64,55.0,590.87,16.96,573.91,52.02,664.97,86.45,2756.47,4.803,290.24,No
3580,2025-10-26 06:00:00,M01,72.05,4.869,951.96,934.09,0.004306,118.27,140.46,33.01,173.47,55.0,513.75,12.98,500.77,52.6,696.69,90.57,2522.15,5.037,173.21,No
3581,2025-10-26 08:00:00,M04,78.02,4.083,762.09,738.8,0.005152,97.51,121.49,9.1,130.59,55.0,406.34,7.41,398.93,52.35,628.31,81.68,1906.15,4.778,183.29,No
3582,2025-10-26 10:00:00,M04,68.71,4.659,986.44,969.91,0.003796,157.33,174.68,1.41,176.1,55.0,533.45,11.73,521.73,52.89,851.71,110.72,2577.45,4.94,177.77,No
3583,2025-10-26 12:00:00,M02,70.57,4.519,1217.03,1198.01,0.004038,111.54,128.87,12.21,141.07,55.0,658.9,12.6,646.31,53.11,645.82,83.96,3123.96,4.834,274.88,No
3584,2025-10-26 14:00:00,M04,72.07,3.31,1076.4,1070.97,0.004079,114.59,139.65,11.92,151.57,55.0,589.04,10.54,578.5,53.74,678.81,88.25,2689.32,4.649,229.0,No
3585,2025-10-26 16:00:00,M05,67.74,3.765,947.43,960.94,0.003553,176.94,193.72,6.31,200.02,55.0,528.52,6.87,521.64,55.06,950.22,123.53,2544.52,4.878,156.47,No
3586,2025-10-26 18:00:00,M04,70.88,3.65,995.45,974.39,0.003959,152.72,168.49,6.49,174.98,55.0,535.91,12.29,523.62,52.6,859.62,111.75,2554.74,4.879,179.55,No
3587,2025-10-26 20:00:00,M02,76.88,3.398,1061.19,1010.22,0.004838,136.74,143.94,13.05,157.0,55.0,555.62,8.46,547.16,51.56,840.45,109.26,2606.96,4.765,209.11,No
3588,2025-10-26 22:00:00,M03,67.6,4.596,841.94,835.86,0.003639,165.45,187.93,6.67,194.6,55.0,459.72,10.02,449.7,53.41,896.68,116.57,2112.84,4.698,138.65,No
3589,2025-10-27 00:00:00,M04,72.0,5.131,922.95,903.02,0.004337,130.92,147.43,10.52,157.94,55.0,496.66,9.37,487.29,52.8,760.94,98.92,2339.53,4.801,185.11,No
3590,2025-10-27 02:00:00,M02,75.9,4.084,1035.85,1042.92,0.004792,138.66,159.8,15.27,175.06,55.0,573.6,13.35,560.25,54.09,846.32,110.02,2638.01,4.709,192.02,No
3591,2025-10-27 04:00:00,M04,67.47,4.584,1143.5,1125.88,0.00362,147.8,165.21,10.03,175.24,55.0,619.23,15.07,604.16,52.83,807.9,105.03,3105.31,5.14,206.86,No
3592,2025-10-27 06:00:00,M02,78.02,4.868,960.46,937.31,0.005296,102.3,125.64,7.3,132.95,55.0,515.52,8.41,507.11,52.8,655.13,85.17,2436.69,4.805,228.86,No
3593,2025-10-27 08:00:00,M04,72.4,4.294,1141.03,1110.05,0.004274,131.53,155.03,21.73,176.76,55.0,610.53,10.53,600.0,52.58,783.74,101.89,2837.11,4.729,203.67,No
3594,2025-10-27 10:00:00,M01,71.09,4.189,932.11,925.1,0.004066,147.84,161.85,7.39,169.25,55.0,508.8,14.12,494.68,53.07,850.95,110.62,2468.61,4.99,175.37,No
3595,2025-10-27 12:00:00,M01,60.96,4.089,700.0,687.19,0.002798,200.84,216.98,6.0,222.98,55.0,377.95,7.77,370.18,52.88,972.49,126.42,1923.91,5.197,99.61,No
3596,2025-10-27 14:00:00,M05,69.95,4.442,1066.94,1069.73,0.003938,115.48,135.8,3.03,138.83,55.0,588.35,12.5,575.85,53.97,659.24,85.7,2772.88,4.815,248.88,No
3597,2025-10-27 16:00:00,M05,74.04,4.594,1048.64,1030.26,0.004574,119.55,143.18,4.98,148.16,55.0,566.64,7.47,559.17,53.32,728.7,94.73,2778.67,4.969,226.45,No
3598,2025-10-27 18:00:00,M05,81.6,4.408,1066.26,1068.36,0.00588,96.02,114.47,4.16,118.63,55.0,587.6,12.28,575.32,53.96,655.05,85.16,2682.83,4.663,290.98,No
3599,2025-10-27 20:00:00,M05,75.12,4.392,1062.74,1029.2,0.004716,122.07,140.93,2.79,143.72,55.0,566.06,10.86,555.2,52.24,731.96,95.16,2533.44,4.563,231.78,No
3600,2025-10-27 22:00:00,M03,78.19,4.177,1017.26,980.78,0.005201,102.49,121.88,4.73,126.62,55.0,539.43,9.39,530.04,52.1,655.2,85.18,2550.49,4.812,251.17,No
3601,2025-10-28 00:00:00,M02,65.35,3.483,976.71,971.77,0.003224,187.73,202.22,15.62,217.84,55.0,534.48,8.47,526.0,53.85,975.36,126.8,2554.04,4.856,144.88,No
3602,2025-10-28 02:00:00,M01,71.3,4.604,980.14,959.97,0.004156,107.14,123.33,10.29,133.62,55.0,527.99,10.75,517.24,52.77,621.7,80.82,2606.18,5.039,232.27,No
3603,2025-10-28 04:00:00,M03,78.71,3.622,958.56,941.15,0.005191,115.29,132.55,7.1,139.65,55.0,517.63,6.89,510.75,53.28,731.84,95.14,2474.68,4.845,219.44,No
3604,2025-10-28 06:00:00,M02,67.12,4.479,963.96,937.8,0.003562,197.26,219.26,17.05,236.32,55.0,515.79,10.97,504.82,52.37,1046.76,136.08,2533.72,5.019,128.17,No
3605,2025-10-28 08:00:00,M05,77.31,4.54,837.01,813.55,0.00511,101.98,127.16,6.78,133.93,55.0,447.45,6.81,440.65,52.65,651.85,84.74,2246.27,5.098,197.4,No
3606,2025-10-28 10:00:00,M01,76.03,3.687,890.71,884.15,0.004747,120.36,134.72,64.73,199.45,55.0,486.28,10.88,475.4,53.37,731.66,95.12,2291.87,4.821,143.01,Yes
3607,2025-10-28 12:00:00,M01,73.51,3.926,985.29,970.29,0.004386,125.01,145.89,16.89,162.78,55.0,533.66,10.9,522.76,53.06,747.71,97.2,2515.04,4.811,192.68,No
3608,2025-10-28 14:00:00,M02,70.19,5.155,798.32,776.19,0.004071,135.0,153.88,1.34,155.22,55.0,426.9,9.56,417.34,52.28,756.97,98.41,2066.26,4.951,161.32,No
3609,2025-10-28 16:00:00,M01,66.58,4.164,819.29,814.78,0.003454,141.65,157.64,10.19,167.83,55.0,448.13,11.02,437.11,53.35,769.62,100.05,2233.97,5.111,156.27,No
3610,2025-10-28 18:00:00,M02,81.76,3.651,969.91,969.04,0.005757,124.64,138.8,16.99,155.79,55.0,532.97,12.87,520.1,53.62,821.84,106.84,2457.54,4.725,200.31,No
3611,2025-10-28 20:00:00,M04,75.48,4.56,988.45,972.33,0.004801,124.16,143.08,16.88,159.96,55.0,534.78,8.62,526.17,53.23,766.24,99.61,2579.92,4.903,197.36,No
3612,2025-10-28 22:00:00,M02,73.87,3.852,971.8,968.92,0.004431,116.53,132.19,12.25,144.44,55.0,532.91,12.94,519.97,53.51,702.24,91.29,2511.8,4.831,216.0,No
3613,2025-10-29 00:00:00,M03,69.73,3.336,785.81,764.57,0.003758,135.11,154.6,6.09,160.69,55.0,420.52,10.72,409.79,52.15,747.6,97.19,2078.85,5.073,153.02,No
3614,2025-10-29 02:00:00,M05,72.21,4.434,1139.72,1130.51,0.004266,134.01,148.01,9.15,157.15,55.0,621.78,15.06,606.72,53.23,779.39,101.32,2963.89,4.885,231.64,No
3615,2025-10-29 04:00:00,M03,72.91,3.788,870.74,859.37,0.004273,94.33,107.92,23.13,131.05,55.0,472.65,5.41,467.24,53.66,584.44,75.98,2322.72,4.971,213.91,No
3616,2025-10-29 06:00:00,M04,74.2,4.345,926.37,903.67,0.004559,141.82,164.12,1.97,166.09,55.0,497.02,10.26,486.76,52.54,846.56,110.05,2315.05,4.756,175.84,No
3617,2025-10-29 08:00:00,M02,76.04,3.834,886.44,894.98,0.004773,110.66,129.44,6.34,135.77,55.0,492.24,7.4,484.85,54.7,699.12,90.89,2260.76,4.663,214.26,No
3618,2025-10-29 10:00:00,M01,67.7,4.518,1116.91,1103.28,0.003642,163.76,182.44,10.26,192.7,55.0,606.8,13.84,592.96,53.09,899.38,116.92,2844.08,4.796,184.63,No
3619,2025-10-29 12:00:00,M02,63.93,4.283,1037.93,1015.0,0.003148,190.57,206.55,3.13,209.68,55.0,558.25,9.69,548.56,52.85,964.35,125.37,2708.77,4.938,156.97,No
3620,2025-10-29 14:00:00,M05,72.46,3.035,957.41,943.27,0.004095,156.28,177.32,8.65,185.96,55.0,518.8,9.18,509.62,53.23,895.11,116.36,2449.0,4.806,164.42,No
3621,2025-10-29 16:00:00,M04,62.39,4.372,951.07,926.88,0.002982,202.63,219.9,21.95,241.85,55.0,509.78,9.72,500.07,52.58,1013.14,131.71,2453.6,4.907,124.06,No
3622,2025-10-29 18:00:00,M02,70.22,4.07,1016.16,986.81,0.003925,158.76,179.88,17.85,197.72,55.0,542.75,9.63,533.12,52.46,900.57,117.07,2625.97,4.926,161.78,No
3623,2025-10-29 20:00:00,M03,69.2,4.838,887.81,869.7,0.003887,165.7,181.88,9.1,190.98,55.0,478.34,6.79,471.55,53.11,914.34,118.86,2410.38,5.112,148.14,No
3624,2025-10-29 22:00:00,M05,74.7,4.378,1034.27,1014.02,0.004646,116.68,130.43,12.24,142.67,55.0,557.71,10.0,547.7,52.96,699.98,91.0,2597.6,4.743,230.34,No
3625,2025-10-30 00:00:00,M04,82.9,4.54,950.62,927.19,0.006169,118.27,133.36,1.65,135.01,55.0,509.95,14.05,495.9,52.17,785.09,102.06,2471.32,4.983,220.38,No
3626,2025-10-30 02:00:00,M03,61.3,3.88,1046.77,1046.78,0.002814,210.95,230.65,3.31,233.96,55.0,575.73,14.04,561.69,53.66,1026.31,133.42,2879.9,5.127,144.05,No
3627,2025-10-30 04:00:00,M05,84.51,3.844,1043.72,1018.47,0.006348,88.99,103.03,7.94,110.97,55.0,560.16,18.33,541.83,51.91,625.13,81.27,2634.54,4.862,292.96,No
3628,2025-10-30 06:00:00,M04,70.72,4.188,946.57,921.79,0.004012,125.47,150.72,9.63,160.35,55.0,506.98,9.12,497.86,52.6,713.36,92.74,2503.63,5.029,186.29,No
3629,2025-10-30 08:00:00,M04,73.91,4.038,815.26,791.43,0.004466,123.46,136.02,22.68,158.7,55.0,435.28,8.39,426.9,52.36,747.23,97.14,2205.79,5.167,161.4,No
3630,2025-10-30 10:00:00,M01,64.22,4.802,977.79,948.08,0.003239,184.43,201.84,34.25,236.08,55.0,521.44,5.31,516.14,52.79,953.47,123.95,2669.36,5.172,131.17,No
3631,2025-10-30 12:00:00,M01,77.48,4.131,869.55,867.23,0.005068,113.3,136.06,8.59,144.65,55.0,476.97,8.33,468.64,53.9,718.09,93.35,2389.07,5.098,194.38,No
3632,2025-10-30 14:00:00,M05,72.23,3.649,1007.08,995.09,0.004152,169.83,188.97,8.72,197.69,55.0,547.3,10.72,536.58,53.28,979.25,127.3,2616.29,4.876,162.85,No
3633,2025-10-30 16:00:00,M03,71.66,3.828,976.91,970.35,0.004096,131.23,147.82,9.03,156.85,55.0,533.69,8.88,524.81,53.72,745.41,96.9,2569.7,4.896,200.76,No
3634,2025-10-30 18:00:00,M02,61.34,4.634,947.08,944.45,0.002894,213.69,236.29,5.88,242.18,55.0,519.45,8.62,510.82,53.94,1039.77,135.17,2540.94,4.974,126.56,No
3635,2025-10-30 20:00:00,M03,72.41,4.125,883.4,866.62,0.004249,113.41,127.7,25.2,152.89,55.0,476.64,5.29,471.35,53.36,670.13,87.12,2304.17,4.888,184.97,No
3636,2025-10-30 22:00:00,M01,76.65,4.101,1106.81,1109.76,0.004921,148.77,165.62,4.56,170.18,55.0,610.37,7.93,602.44,54.43,915.5,119.01,2856.04,4.741,212.41,No
3637,2025-10-31 00:00:00,M05,70.7,4.677,959.17,937.57,0.004078,116.9,128.44,4.99,133.42,55.0,515.66,7.32,508.34,53.0,662.91,86.18,2521.19,4.96,228.6,No
3638,2025-10-31 02:00:00,M01,78.46,3.788,1211.8,1177.69,0.005176,139.83,161.37,6.36,167.73,55.0,647.73,10.81,636.92,52.56,866.0,112.58,3003.98,4.716,227.83,No
3639,2025-10-31 04:00:00,M04,78.23,3.194,1003.14,992.59,0.005028,110.73,130.97,80.72,211.69,55.0,545.93,5.94,539.99,53.83,714.69,92.91,2587.71,4.792,153.05,Yes
3640,2025-10-31 06:00:00,M03,68.47,3.816,1031.64,1017.96,0.003655,108.92,129.18,12.72,141.9,55.0,559.88,10.51,549.37,53.25,609.67,79.26,2492.23,4.537,232.29,No
3641,2025-10-31 08:00:00,M02,80.77,4.309,1003.53,990.2,0.0057,117.4,135.92,11.71,147.63,55.0,544.61,13.09,531.52,52.96,752.3,97.8,2496.89,4.698,216.02,No
3642,2025-10-31 10:00:00,M01,72.25,4.088,1030.74,1027.84,0.00422,135.82,154.15,7.89,162.04,55.0,565.31,11.64,553.67,53.72,784.34,101.96,2585.42,4.67,205.01,No
3643,2025-10-31 12:00:00,M05,72.27,3.498,1098.34,1083.27,0.004136,128.79,147.22,9.88,157.1,55.0,595.8,10.41,585.39,53.3,753.72,97.98,2827.64,4.83,223.57,No
3644,2025-10-31 14:00:00,M01,72.54,4.657,1099.38,1087.02,0.00435,141.5,160.72,3.76,164.48,55.0,597.86,13.0,584.86,53.2,833.51,108.36,2834.8,4.847,213.35,No
3645,2025-10-31 16:00:00,M01,72.38,4.274,841.01,842.11,0.004268,144.63,163.15,0.99,164.14,55.0,463.16,11.7,451.46,53.68,837.68,108.9,2308.69,5.114,165.03,No
3646,2025-10-31 18:00:00,M04,58.0,4.375,1076.99,1064.29,0.002526,236.85,251.12,24.25,275.37,55.0,585.36,8.94,576.41,53.52,1085.39,141.1,2929.92,5.083,125.59,No
3647,2025-10-31 20:00:00,M02,70.98,4.389,1044.74,1035.27,0.004078,160.08,169.05,3.51,172.56,55.0,569.4,7.65,561.75,53.77,905.44,117.71,2678.41,4.768,195.32,No
3648,2025-10-31 22:00:00,M02,64.5,3.616,1003.23,971.11,0.00314,186.68,213.04,31.23,244.27,55.0,534.11,12.33,521.78,52.01,967.63,125.79,2891.38,5.541,128.17,No
3649,2025-11-01 00:00:00,M02,80.94,4.336,1154.13,1188.33,0.005739,107.36,122.77,16.99,139.76,55.0,653.58,18.09,635.49,55.06,714.95,92.94,2916.52,4.589,272.82,No
3650,2025-11-01 02:00:00,M05,80.72,4.608,1157.75,1118.28,0.00575,91.74,109.04,9.28,118.32,55.0,615.05,11.77,603.28,52.11,617.55,80.28,2739.35,4.541,305.93,No
3651,2025-11-01 04:00:00,M02,76.69,4.713,1081.41,1058.19,0.005032,124.17,146.63,15.57,162.19,55.0,582.01,15.49,566.52,52.39,783.9,101.91,2644.7,4.668,209.57,No
3652,2025-11-01 06:00:00,M01,70.69,4.525,951.08,930.32,0.004055,130.18,149.53,11.03,160.56,55.0,511.67,7.96,503.72,52.96,745.65,96.93,2494.02,4.951,188.24,No
3653,2025-11-01 08:00:00,M02,66.46,4.431,892.68,901.87,0.003471,138.86,151.13,39.74,190.87,55.0,496.03,9.1,486.93,54.55,751.83,97.74,2201.83,4.522,153.07,Yes
3654,2025-11-01 10:00:00,M01,68.38,3.418,1067.9,1044.18,0.003591,153.55,166.89,10.21,177.09,55.0,574.3,12.57,561.73,52.6,828.86,107.75,2749.45,4.895,190.32,No
3655,2025-11-01 12:00:00,M02,82.68,4.193,1122.36,1111.47,0.006051,90.26,111.78,23.47,135.25,55.0,611.31,21.39,589.92,52.56,620.54,80.67,2788.37,4.727,261.71,No
3656,2025-11-01 14:00:00,M01,68.19,3.77,817.42,799.64,0.003612,176.41,196.8,13.8,210.6,55.0,439.8,6.89,432.91,52.96,946.87,123.09,2321.73,5.363,123.34,No
3657,2025-11-01 16:00:00,M01,59.04,4.777,1097.77,1067.6,0.002666,171.48,187.42,9.02,196.43,55.0,587.18,12.94,574.23,52.31,811.41,105.48,2709.58,4.719,175.4,No
3658,2025-11-01 18:00:00,M02,77.67,4.709,977.06,969.09,0.005203,124.86,142.7,19.76,162.46,55.0,533.0,10.62,522.38,53.46,781.29,101.57,2588.0,4.954,192.93,No
3659,2025-11-01 20:00:00,M05,80.25,3.772,837.19,817.41,0.005497,94.58,112.74,31.05,143.78,55.0,449.57,8.95,440.62,52.63,626.66,81.47,2136.83,4.85,183.87,No
3660,2025-11-01 22:00:00,M01,81.13,4.179,1042.25,1029.21,0.005742,66.29,85.28,9.28,94.57,55.0,566.06,12.62,553.45,53.1,455.3,59.19,2537.39,4.585,351.14,No
3661,2025-11-02 00:00:00,M01,77.71,4.312,1081.84,1073.75,0.00514,92.55,112.24,5.53,117.76,55.0,590.56,8.18,582.39,53.83,592.63,77.04,2819.73,4.842,296.72,No
3662,2025-11-02 02:00:00,M05,78.61,4.605,968.38,976.01,0.005354,101.57,118.01,19.02,137.03,55.0,536.81,12.94,523.87,54.1,660.48,85.86,2422.79,4.625,229.38,No
3663,2025-11-02 04:00:00,M05,72.29,3.446,904.84,877.56,0.004131,145.37,166.18,9.44,175.62,55.0,482.66,6.49,476.17,52.63,843.04,109.6,2291.54,4.812,162.68,No
3664,2025-11-02 06:00:00,M04,60.58,3.206,1154.09,1134.66,0.002673,208.34,228.71,76.58,305.29,55.0,624.06,14.41,609.66,52.83,1006.74,130.88,2962.62,4.859,119.82,Yes
3665,2025-11-02 08:00:00,M02,72.15,4.217,939.82,924.47,0.004225,112.55,134.04,4.29,138.33,55.0,508.46,9.38,499.08,53.1,662.9,86.18,2317.21,4.643,216.48,No
3666,2025-11-02 10:00:00,M02,75.42,3.061,1104.35,1087.8,0.004544,111.83,132.92,7.93,140.84,55.0,598.29,12.13,586.16,53.08,687.45,89.37,2637.92,4.5,249.71,No
3667,2025-11-02 12:00:00,M01,71.26,4.271,863.83,877.5,0.004101,116.26,137.24,36.12,173.36,55.0,482.62,10.77,471.86,54.62,687.29,89.35,2196.6,4.655,163.31,No
3668,2025-11-02 14:00:00,M01,71.01,4.466,1037.44,1019.72,0.004093,143.32,159.5,6.64,166.14,55.0,560.85,8.56,552.29,53.24,818.03,106.34,2515.68,4.555,199.46,No
3669,2025-11-02 16:00:00,M02,66.7,4.756,1034.88,988.05,0.003541,158.18,175.68,26.22,201.9,55.0,543.43,12.31,531.12,51.32,865.64,112.53,2608.49,4.911,157.84,No
3670,2025-11-02 18:00:00,M03,66.49,3.92,1078.61,1059.86,0.003414,179.68,194.28,4.81,199.09,55.0,582.92,11.12,571.81,53.01,954.8,124.12,2709.25,4.738,172.33,No
3671,2025-11-02 20:00:00,M02,82.11,4.273,1134.37,1115.74,0.005953,72.76,91.57,20.45,112.02,55.0,613.66,15.81,597.85,52.7,512.4,66.61,2828.59,4.731,320.22,No
3672,2025-11-02 22:00:00,M03,82.31,4.493,926.77,910.19,0.006039,87.21,102.0,4.81,106.82,55.0,500.61,18.3,482.3,52.04,589.92,76.69,2254.33,4.674,270.92,No
3673,2025-11-03 00:00:00,M02,71.99,3.671,1046.87,1022.14,0.00412,174.84,194.72,21.22,215.94,55.0,562.18,8.88,553.3,52.85,1005.93,130.77,2777.77,5.02,153.74,No
3674,2025-11-03 02:00:00,M02,73.55,4.612,877.01,849.95,0.004499,136.81,159.61,9.28,168.89,55.0,467.47,9.87,457.6,52.18,815.69,106.04,2140.9,4.679,162.57,No
3675,2025-11-03 04:00:00,M04,66.61,4.323,875.99,885.55,0.003477,156.63,174.63,8.54,183.17,55.0,487.05,10.41,476.64,54.41,838.08,108.95,2238.15,4.696,156.13,No
