Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
32.93,Male,58.43,1.53,179.93,126.03,49.93,1.83,1428.5,Yoga,23.18810119433979,2.7,5.0,3.01,24.96,4.0,0.03,259.49,104.0,69.4,1676.0,Other,Lunch,Balanced,15.02,133.8,36.76,106.85,Fried,15.02,110.56,2.18,Bird Dogs,4.99,22.03,Isolates and strengthens triceps,355.66,"Back, Biceps",None or Dumbbells,Intermediate,Chest,Upper,Face pulls,24.960485283437997,2078.56,0.4993649449618967,1.7799075817217185,0.5853846153846154,0.7004390596343022,247.5,44.881192472147255,1301.7156000000002,9.860175631143061e+19,High
25.44,Male,120.8,1.83,179.2,120.36,50.91,1.04,998.4,Cardio,35.0,2.48,2.99,2.0,36.07,3.0,-0.02,223.18,88.17,59.06,3026.0,Other,Lunch,Paleo,8.14,1444.28,300.4,349.81,Steamed,57.38,25.75,4.47,Face Pulls,5.02,20.06,Improves posture and back strength,345.37,Full Core,Cable Machine or Resistance Band,Intermediate,Abs,Triceps,Leg press,36.07154588073696,1776.94,0.5023917521131833,0.729884105960265,0.5413516252241017,0.6716517857142857,2027.6,78.52,718.3696,7.757726927434939e+19,Medium
22.69,Male,58.92,1.78,185.39,141.11,57.93,1.67,1734.13,Cardio,19.16548187983876,2.71,5.01,2.98,18.6,1.99,0.01,283.12,112.18,75.3,1758.0,Other,Dinner,Paleo,12.69,2237.65,54.07,286.61,Grilled,51.93,44.48,3.86,Pull-ups,4.99,24.86,Improves hip power and cardiovascular fitness,330.09,"Back, Biceps",Cable Machine,Beginner,Abs,Middle,Wrist extension,18.59613685140765,2258.9,0.5013413608393466,1.903937542430414,0.652596893142947,0.7611521657047307,23.86999999999989,47.627698076399,1102.5005999999998,5.360742858604151e+19,Low
30.9,Male,48.83,1.51,195.33,131.02,60.0,1.49,1476.44,Strength,24.336087964755,2.01,1.99,1.01,21.42,2.99,0.04,229.45,91.62,60.75,1255.0,Other,Breakfast,Vegan,40.18,1999.87,268.6,195.0,Boiled,22.15,73.23,3.69,Bicep Curls,3.01,12.01,Targets lower abs,164.84,Full Core,None or Dumbbell,Intermediate,Abs,Lateral,Barbell rows,21.41572738037805,1831.03,0.501247931492111,1.8763055498668848,0.5247912510160349,0.6707622996979471,-221.44000000000003,36.94668824681013,491.2232,1.8604448761253994e+17,Low
47.07,Female,127.41,1.76,198.9,156.81,73.14,0.7,847.0,HIIT,35.0,3.0,2.05,1.0,41.13,2.04,0.02,188.68,76.6,50.26,3324.0,Other,Snack,Paleo,26.15,1523.49,188.51,263.8,Boiled,32.8,90.08,4.4,Bulgarian Split Squats,4.01,18.02,Improves cardiovascular fitness,359.69,"Quadriceps, Hamstrings, Glutes",Parallel Bars or Chair,Intermediate,Forearms,Anterior,Triceps pushdowns,41.13184400826447,1513.4599999999998,0.4986719173285056,0.6012086963346676,0.6653148854961832,0.7883861236802413,2477.0,82.8165,503.566,1.0810793601991077e+20,High
18.88,Male,72.54,1.94,198.8,147.92,61.84,1.18,849.6,Yoga,23.95483999377033,3.21,3.0,2.0,19.27,3.0,-0.01,190.82,76.27,50.84,1956.0,Other,Dinner,Paleo,35.28,1604.7,179.37,203.18,Baked,34.89,30.23,3.6,Turkish Get-ups,4.0,17.06,Strengthens core and improves mobility,340.85,"Chest, Triceps, Shoulders",Step or Box,Beginner,Abs,Triceps,Decline cable crossovers,19.274099266659583,1525.92,0.5002097095522701,1.0514199062586158,0.6285046728971961,0.7440643863179074,1106.4,55.16315906851901,804.4060000000001,6.966321555053023e+19,Medium
36.2,Male,99.45,1.99,188.97,147.27,72.87,1.33,877.8,Yoga,27.02000124785765,2.49,2.98,1.0,25.11,3.02,-0.0,194.4,78.24,52.36,2490.0,Other,Breakfast,Low-Carb,3.32,699.25,70.58,462.12,Baked,58.47,63.29,2.24,Mountain Climbers,4.01,20.92,Builds explosive power,346.96,"Shoulders, Upper Back",Bench or Sturdy Surface,Intermediate,Abs,Upper,Leg curls,25.11300219691422,1561.8,0.4978870533999232,0.7867269984917044,0.640826873385013,0.7793300523892682,1612.2,72.57860875900558,922.9136,8.054306928773954e+19,Medium
59.08,Female,78.12,1.92,180.31,127.47,53.19,0.72,634.75,Cardio,24.27106862653115,2.7,3.03,1.02,21.19,3.0,-0.02,174.42,69.9,46.48,2196.0,Other,Lunch,Vegan,3.88,227.29,147.25,147.69,Grilled,55.6,45.58,1.7,Incline Push-ups,5.0,19.18,Improves core stability,343.75,"Core, Lower Back",Bench or Sturdy Surface,Beginner,Forearms,Quads,Military press,21.191406250000004,1395.6,0.4999140154772141,0.8947772657450077,0.5843297671491504,0.7069491431423659,1561.25,59.15944118895387,495.0,7.465454719716961e+19,Medium
48.98,Male,82.66,1.95,182.8,159.06,72.97,1.91,2231.26,Strength,19.594216065852088,3.48,4.98,2.98,21.74,2.99,0.03,270.07,107.43,71.97,2114.0,Other,Snack,Vegetarian,41.97,1241.61,185.55,340.52,Raw,43.14,71.5,2.0,Inverted Rows,4.02,21.0,Builds shoulder width,371.11,"Full Body, Core, Shoulders",Bench or Sturdy Surface,Advanced,Abs,Wrist Flexors,Fat grip dumbbell curl,21.738330046022355,2157.73,0.5006557817706571,1.2996612630050812,0.7838477647273058,0.8701312910284463,-117.26000000000022,66.46342099996666,1417.6402,1.3955658828684557e+20,Very High
51.99,Female,52.0,1.67,168.98,124.11,52.17,1.5,1815.0,HIIT,19.98360002305762,1.5,2.0,1.0,18.65,2.99,0.01,282.62,112.7,75.42,1503.0,Other,Snack,Low-Carb,29.91,1439.51,136.8,175.32,Baked,51.68,68.58,1.46,Superman,5.01,17.94,Builds unilateral leg strength,350.48,"Glutes, Hamstrings","Bench, Barbell",Advanced,Back,Lateral,Leg curls,18.645344042454013,2260.06,0.5001991097581481,2.167307692307692,0.6158719287732215,0.7344656172328087,-312.0,41.60852798801004,1051.44,8.746543104740534e+19,High
36.11,Female,58.77,1.75,178.14,128.25,58.16,1.0,988.2,Strength,21.089053814307405,2.3,2.99,1.0,19.19,1.99,0.01,262.24,104.79,70.03,1834.0,Other,Dinner,Low-Carb,43.93,934.09,196.67,252.31,Boiled,40.74,19.68,3.78,Inverted Rows,4.01,15.05,Improves core stability and balance,338.42,"Quadriceps, Glutes",Cable Machine,Beginner,Chest,Middle,Bicep Curls,19.19020408163265,2098.3900000000003,0.4998880093786187,1.7830525778458397,0.5841806967827972,0.7199393735264399,845.8,46.37596307333154,676.84,6.570893283179826e+19,Medium
58.01,Male,44.36,1.57,183.17,154.69,59.03,1.09,718.75,Yoga,20.21616242761628,2.31,3.01,1.0,18.0,2.99,0.01,195.94,79.13,52.8,1433.0,Other,Lunch,Paleo,4.93,99.02,69.14,385.88,Boiled,41.9,39.83,1.11,Thrusters,5.01,23.9,Builds lower body power,346.83,"Obliques, Core","Bench, Barbell",Advanced,Forearms,Quads,Bent-over lateral raises,17.9966732930342,1575.48,0.4974737857668774,1.7838142470694318,0.7705816014177542,0.8445160233662719,714.25,35.392110347109416,756.0894000000001,8.029690109824298e+19,Medium
19.69,Male,76.22,1.62,168.16,131.7,51.04,1.36,979.2,Yoga,31.56912978798288,2.61,3.99,2.0,29.04,1.99,1.01,201.33,80.7,53.6,1992.0,Other,Lunch,Low-Carb,33.77,1062.75,222.44,462.42,Raw,22.76,44.75,4.41,Push-ups,4.0,23.03,Improves core stability and balance,333.17,"Lower Chest, Triceps",Wall,Intermediate,Shoulders,Grip Strength,Hanging leg raises,29.042828837067518,1610.5200000000002,0.500037255048059,1.0587772238257676,0.6886953551912568,0.7831826831588963,1012.8,52.158009275599454,906.2224,5.783183402979669e+19,Low
50.88,Male,110.19,1.78,182.01,156.88,64.06,0.55,664.9,HIIT,32.38599168535774,3.27,3.01,1.0,34.78,3.01,-0.0,179.53,72.05,48.03,2924.0,Other,Snack,Keto,29.34,130.34,240.38,140.47,Baked,12.05,20.39,4.8,Bear Crawls,4.99,18.98,Strengthens triceps and chest,344.89,Full Core,Low Bar or TRX,Advanced,Forearms,Lats,Dumbbell front raises,34.77780583259689,1438.59,0.4991832280218826,0.6538705871676196,0.7869436201780415,0.8619306631503764,2259.1,74.50387576190431,379.379,7.67009845824523e+19,Medium
23.71,Male,50.95,1.67,177.83,133.05,71.94,0.97,1171.57,HIIT,20.97680050503984,2.8,2.96,1.0,18.27,1.99,1.0,301.72,121.77,80.65,1477.0,Other,Dinner,Keto,12.94,331.73,112.19,309.66,Baked,38.74,114.27,4.4,Lunges,5.0,18.93,Strengthens lower abs,346.6,"Core, Shoulders, Hips",Box or Platform,Intermediate,Legs,Lats,Decline dumbbell flyes,18.26885151851985,2419.81,0.4987499018517983,2.389990186457311,0.5771083199546699,0.7481864702243716,305.43000000000006,40.262320142682206,672.404,7.986299051251275e+19,Medium
45.37,Male,73.64,1.75,184.16,147.85,50.21,1.13,1492.84,HIIT,24.02451080085295,2.0,3.99,2.01,24.05,2.99,0.97,338.76,134.77,89.72,2162.0,Other,Snack,Vegetarian,36.89,1890.03,50.47,281.67,Steamed,52.08,16.41,2.87,Bulgarian Split Squats,5.01,14.9,Strengthens shoulders,351.75,"Obliques, Core","Bench, Barbell",Beginner,Abs,Grip Strength,Incline dumbbell flyes,24.045714285714286,2701.6,0.5015694403316553,1.830119500271592,0.7289287047405748,0.8028344917463075,669.1600000000001,55.94835024625189,794.9549999999999,9.008820437875052e+19,High
23.06,Female,65.1,1.62,192.19,156.06,58.89,1.37,983.93,Yoga,25.524818235279447,2.51,3.02,1.97,24.81,2.01,1.0,208.11,83.53,55.34,1763.0,Other,Breakfast,Balanced,39.19,1512.12,131.83,220.47,Roasted,50.66,42.19,2.23,Lunges,3.99,22.93,Improves balance and coordination,361.66,"Shoulders, Triceps",Dumbbells or Barbell,Advanced,Back,Triceps,Leg extensions,24.80566986739825,1664.62,0.5000780959017674,1.2831029185867897,0.7289572393098274,0.81200894947708,779.07,48.48334332883308,990.9484,1.130408604468042e+20,Very High
53.12,Male,52.79,1.56,171.23,149.39,71.01,1.33,1755.6,HIIT,25.0910627403424,2.21,3.0,2.0,21.69,2.98,-0.02,209.37,83.56,55.83,1423.0,Other,Breakfast,Keto,27.58,1250.94,100.4,109.05,Boiled,54.6,44.25,3.79,Seated Rows,4.98,18.02,Builds upper body strength,330.07,"Core, Lower Back",Low Bar or TRX,Advanced,Chest,Wrist Extensors,Dumbbell flyes,21.69214332675871,1674.19,0.5002299619517498,1.582875544610722,0.7820794252644182,0.8724522571979209,-332.5999999999999,39.544427979373246,877.9862,5.358090772094137e+19,Low
46.32,Female,66.64,1.73,163.17,141.94,55.92,1.12,1355.2,HIIT,25.4722190038315,2.01,2.98,1.0,22.27,2.0,0.04,231.93,92.17,61.81,1934.0,Other,Snack,Vegetarian,0.46,1431.81,253.02,109.65,Steamed,5.64,97.95,3.19,Mountain Climbers,4.0,22.96,Improves flexibility,354.07,"Obliques, Core",Bench or Step,Advanced,Abs,Quads,Lateral raises,22.2660296033947,1852.69,0.5007421640965299,1.3831032412965183,0.8020512820512821,0.869890298461727,578.8,49.66531325584669,793.1168,9.505813830432198e+19,High
58.93,Male,97.32,1.71,182.76,149.88,62.12,0.56,369.26,Yoga,33.82560674840421,2.9,3.01,1.0,33.28,2.0,1.0,275.65,110.16,73.11,2553.0,Other,Breakfast,Balanced,45.6,1703.16,56.43,459.71,Raw,7.0,43.61,2.65,Superman,5.01,16.08,Activates and strengthens glutes,366.93,"Back, Hamstrings, Glutes",Box or Platform,Intermediate,Forearms,Triceps,Incline dumbbell press,33.28203549810198,2201.23,0.5009017685566707,1.1319358816276204,0.7274535809018567,0.8200919238345371,2183.74,64.40091951245302,410.9616,1.2722158312177712e+20,Very High
21.93,Female,71.92,1.62,182.94,123.11,58.98,1.39,918.23,Yoga,31.174811351705923,2.1,2.99,1.01,27.4,4.01,0.04,213.46,85.54,56.99,1936.0,Other,Dinner,Low-Carb,18.53,1538.47,0.36,211.23,Grilled,46.19,62.48,4.01,Decline Push-ups,5.0,23.97,Improves posture and back strength,355.53,"Chest, Triceps, Shoulders",Barbell,Advanced,Abs,Lateral,Dumbbell curls,27.404359091601886,1708.91,0.499640121480944,1.189377085650723,0.5173443046143916,0.6729528807259211,1017.77,49.4990756758531,988.3733999999998,9.830773585128808e+19,High
52.04,Female,48.11,1.54,198.25,146.61,62.93,1.34,1445.99,Strength,25.707585470694568,1.89,2.97,1.99,20.29,3.01,0.04,208.94,84.31,55.67,1377.0,Other,Breakfast,Vegetarian,21.63,2344.62,46.11,206.78,Raw,33.28,113.4,4.07,Bicep Curls,4.0,21.97,Targets upper chest,362.75,Core,Bench or Step,Advanced,Chest,Middle,Cable crossovers,20.28588294822061,1674.03,0.4992503121210492,1.7524423196840575,0.6183860478864913,0.7395208070617907,-68.99000000000001,35.74208063004885,972.17,1.1585426898446647e+20,Very High
49.86,Male,70.01,1.96,166.37,138.91,68.15,0.96,949.54,Strength,22.426325232255188,2.02,2.99,1.0,18.22,1.98,0.0,242.49,97.07,64.52,1801.0,Other,Breakfast,Paleo,25.97,1606.33,41.79,108.84,Grilled,24.26,71.88,2.2,Bicycle Crunches,5.0,19.88,Targets biceps and forearms,336.68,"Chest, Triceps",Barbell,Intermediate,Arms,Upper,Leg extensions,18.224177426072472,1938.92,0.5002578755183298,1.3865162119697183,0.7204235389940948,0.8349462042435535,851.46,54.30932970489815,646.4256,6.299989730504273e+19,Low
25.48,Female,82.16,1.95,188.21,136.42,73.93,1.95,2792.79,HIIT,25.24202328435136,3.48,4.0,3.02,21.61,3.0,0.01,243.89,96.86,64.72,2274.0,Other,Breakfast,Low-Carb,39.2,679.33,301.8,439.13,Roasted,45.92,31.4,4.68,Jumping Jacks,5.01,15.98,Improves core stability and upper body strength,370.11,"Quadriceps, Hamstrings, Glutes","Bench, Barbell",Intermediate,Back,Middle,Decline cable crossovers,21.60683760683761,1945.48,0.5014495137446799,1.178919182083739,0.5468148407420369,0.7248286488496891,-518.79,61.42115366957692,1443.429,1.3651389362077688e+20,Very High
39.86,Female,62.59,2.0,176.03,160.91,71.22,1.42,1536.16,Strength,21.061124603734296,2.89,4.01,2.02,15.65,2.98,0.01,244.91,98.34,65.28,1763.0,Other,Breakfast,Low-Carb,17.96,731.78,239.76,463.42,Raw,17.75,15.9,1.19,Step-ups,4.02,19.93,Targets lower chest,335.08,"Biceps, Forearms",Bench or Chair,Beginner,Shoulders,Anterior,Cable crossovers,15.6475,1960.52,0.4996837573704935,1.571177504393673,0.8557389562064688,0.9141055501903084,226.83999999999992,49.40784211052271,951.6272,6.0595880257235436e+19,Low
22.09,Male,97.17,1.63,180.03,161.67,61.85,1.35,1777.54,HIIT,35.0,2.39,4.03,1.97,36.57,2.99,0.03,271.12,107.84,72.76,2798.0,Other,Breakfast,Paleo,18.36,118.26,177.1,211.43,Raw,43.87,83.16,4.29,Flutter Kicks,4.0,24.03,Builds explosive power,352.59,"Biceps, Forearms",None or Dumbbell,Intermediate,Abs,Middle,Bird dog,36.57269750461064,2170.6800000000003,0.4996038107874029,1.1098075537717402,0.8446437637502114,0.8980169971671388,1020.46,63.160500000000006,951.993,9.186065605278065e+19,High
45.8,Female,84.12,2.0,189.08,162.73,66.01,1.84,1918.02,Cardio,22.875254185998006,3.5,5.03,3.03,21.03,4.01,0.01,243.16,97.75,65.07,2317.0,Other,Dinner,Low-Carb,26.3,2334.88,240.08,366.65,Raw,6.68,33.92,1.99,Lunges,5.01,16.06,Targets upper chest,362.61,"Obliques, Core",Parallel Bars or Chair,Intermediate,Chest,Lower,Decline dumbbell flyes,21.03,1949.27,0.4989765399354631,1.1620304327151687,0.7858942065491182,0.8606409985191452,398.98,64.87733617873847,1334.4048,1.154895073113722e+20,Very High
38.93,Female,103.61,1.94,191.89,133.59,49.95,0.89,586.33,Yoga,28.065329983908896,2.4,3.0,1.0,27.53,3.02,-0.01,283.56,113.08,75.28,2924.0,Other,Dinner,Vegan,9.93,448.48,4.45,461.77,Roasted,30.2,103.97,1.91,Prone Cobras,5.0,21.97,Strengthens back and improves posture,368.71,"Core, Shoulders, Legs",Dumbbells,Intermediate,Chest,Lower,Leg extensions,27.529493038580085,2264.08,0.5009716971131762,1.0914004439725895,0.5892630689023531,0.6961801031841159,2337.67,74.531511603672,656.3038,1.3235200930831427e+20,Very High
31.1,Female,87.36,1.69,184.75,130.15,65.11,1.72,1786.05,Cardio,31.89667351140393,3.47,3.99,2.98,30.59,3.0,4.0,292.85,116.1,78.37,2434.0,Other,Dinner,Vegetarian,29.66,1948.81,66.7,148.65,Raw,10.77,9.66,1.92,Lunges,5.02,18.02,Activates and strengthens glutes,342.47,Triceps,Low Bar or TRX,Beginner,Legs,Wrist Flexors,Close-grip bench press,30.58716431497497,2341.13,0.5003566653709961,1.3289835164835164,0.5436308926780341,0.7044654939106901,647.95,59.49506602043753,1178.0968,7.2414058960355475e+19,Medium
55.1,Male,91.99,1.78,165.06,153.3,65.03,1.45,1432.89,Strength,33.84666486646837,3.39,2.99,1.0,29.03,3.0,1.02,227.44,90.99,60.2,2517.0,Other,Dinner,Paleo,3.59,384.48,55.58,410.1,Grilled,52.59,90.6,2.55,Windshield Wipers,5.02,18.98,Advanced core exercise,372.4,"Quadriceps, Glutes",Cable Machine or Resistance Band,Beginner,Legs,Middle,Barbell curls,29.03358161848251,1815.52,0.5011016127610822,0.9891292531796936,0.8824352694191744,0.9287531806615776,1084.11,60.85445298933575,1079.9599999999998,1.4356950919569985e+20,Very High
45.8,Female,48.23,1.72,171.39,147.14,57.2,1.42,1246.19,Cardio,21.07753258635328,2.01,2.98,1.0,16.3,2.98,0.0,237.41,95.97,63.52,1232.0,Other,Lunch,Paleo,37.77,1595.48,290.08,181.67,Grilled,56.49,105.31,1.93,Box Jumps,5.0,24.12,Improves balance and coordination,326.88,"Lower Back, Glutes","Bench, Barbell",Intermediate,Forearms,Lats,Decline dumbbell press,16.302731206057327,1905.2,0.4984463573378123,1.9898403483309144,0.787634644014362,0.8585098313787268,-14.190000000000056,38.06430603360181,928.3392,4.949540033280742e+19,Low
28.67,Female,84.7,1.72,186.72,140.57,50.78,1.78,2547.36,HIIT,25.098316358100504,3.5,3.99,3.01,28.63,1.99,4.03,429.88,171.73,114.86,2515.0,Other,Breakfast,Keto,18.92,791.31,26.09,375.75,Fried,12.85,87.73,4.39,Inverted Rows,4.0,16.96,Builds unilateral leg strength,359.52,"Glutes, Hamstrings",None or Dumbbell,Advanced,Chest,Anterior,Incline dumbbell press,28.630340724716067,3440.1800000000003,0.4998343109953548,2.027508854781582,0.6605119905840812,0.7528384747215081,-32.36000000000013,63.44172604468888,1279.8912,1.0769124939310771e+20,High
41.04,Male,76.75,1.79,172.04,132.44,56.22,1.39,1834.8,HIIT,31.48028232429639,1.99,4.01,2.0,23.95,2.98,0.02,291.88,116.71,78.04,2197.0,Other,Breakfast,Paleo,22.4,805.5,88.64,390.63,Grilled,6.19,36.45,4.77,Frog Jumps,4.01,22.2,Targets lower chest,331.74,"Upper Chest, Triceps",None or Dumbbells,Beginner,Chest,Upper,Hammer curls,23.95368434193689,2336.72,0.4996405217569927,1.5206514657980454,0.6580901398722155,0.7698209718670077,362.2000000000001,52.588883316102525,922.2372,5.5835498240553615e+19,Low
56.92,Male,47.08,1.76,164.74,129.99,59.96,1.44,1555.2,Strength,21.00667112959247,1.7,3.0,2.0,15.2,3.03,0.03,195.7,78.67,51.56,1215.0,Other,Dinner,Low-Carb,16.63,1665.32,6.42,287.23,Boiled,11.48,52.53,3.19,Tricep Dips,4.02,19.99,Improves posture and strengthens upper back,359.98,"Legs, Shoulders, Core",Bench or Chair,Beginner,Back,Wrist Flexors,Bicycle crunches,15.198863636363637,1561.52,0.501306419386239,1.6709855564995753,0.668352739072342,0.7890615515357533,-340.20000000000005,37.19005923218786,1036.7424,1.0882202189759459e+20,High
41.93,Male,49.23,1.5,172.81,130.86,63.15,1.15,828.0,Yoga,25.58685996788715,1.49,3.02,2.0,21.88,3.0,-0.05,266.97,107.08,71.04,1326.0,Other,Breakfast,Paleo,11.07,2353.07,159.5,217.58,Raw,15.88,44.75,5.01,Kettlebell Swings,4.02,19.9,Targets obliques and improves core rotation,365.06,"Lower Chest, Triceps",Low Bar or TRX,Beginner,Chest,Upper,Crunches,21.88,2135.56,0.5000468261252319,2.175096485882592,0.6174539485683022,0.7572478444534461,498.0,36.63358883780916,839.6379999999999,1.2202061678623308e+20,Very High
47.01,Male,128.01,1.66,198.19,157.74,59.91,0.76,751.03,Strength,35.0,3.49,2.02,1.0,46.45,3.01,-0.05,242.87,97.38,64.78,3491.0,Other,Breakfast,Paleo,42.52,253.96,269.59,311.53,Grilled,18.78,51.38,1.7,Dragon Flags,4.99,15.97,Improves shoulder health and posture,379.03,"Obliques, Core",Cable Machine or Resistance Band,Advanced,Chest,Lower,Close-grip bench press,46.45449266947307,1944.02,0.4997273690599891,0.7607218186079213,0.7074775817182529,0.7959029214390232,2739.9700000000003,83.20649999999999,576.1256,1.6583488672051246e+20,Very High
46.83,Male,50.31,1.69,177.96,146.71,63.87,1.48,1597.07,Strength,19.444134102040223,1.71,3.01,1.99,17.61,2.0,-0.0,248.57,99.86,66.62,1294.0,Other,Dinner,Paleo,15.52,443.8,199.01,369.55,Boiled,45.96,55.95,2.66,Burpees,5.0,23.92,Builds back strength,359.41,Triceps,Wall,Beginner,Legs,Wrist Extensors,Donkey kicks,17.61492944924898,1993.3,0.4988110169066371,1.984893659312264,0.7260934350074503,0.8243987412901775,-303.06999999999994,40.52765613326357,1063.8536,1.0742238059569463e+20,High
24.99,Male,59.49,1.51,184.88,160.82,54.41,1.63,1692.59,Cardio,29.110098745146573,2.7,5.01,2.98,26.09,4.01,-0.02,244.13,97.61,65.26,1660.0,Other,Breakfast,Low-Carb,3.73,105.44,274.68,410.29,Boiled,50.7,117.6,2.9,Bear Crawls,4.99,15.08,Builds explosive power,329.09,"Lower Back, Glutes",Wall,Beginner,Arms,Lats,Leg curls,26.090960922766545,1954.3,0.4996776339354244,1.6407799630189948,0.8155897907564957,0.8698615318044136,-32.58999999999992,42.17240225651231,1072.8333999999998,5.229541260318417e+19,Low
55.08,Male,129.99,1.73,186.85,154.94,60.02,0.69,835.66,HIIT,35.0,3.1,2.97,1.01,43.43,4.01,0.01,251.35,100.77,67.33,3317.0,Other,Lunch,Paleo,21.2,591.45,281.44,444.35,Fried,54.97,118.16,2.77,Dragon Flags,5.01,16.0,Improves cardiovascular fitness,361.87,"Core, Obliques",Bench or Step,Beginner,Abs,Posterior,Incline dumbbell press,43.43279093855458,2014.45,0.49909404552111,0.775213477959843,0.7484033745959158,0.8292213005084292,2481.34,84.49350000000001,499.3806,1.1357817997657622e+20,Very High
41.9,Female,49.66,1.5,173.02,130.59,63.03,1.15,1104.0,Cardio,27.30547319165795,1.52,2.99,2.0,22.07,3.02,-0.02,265.08,106.48,71.32,1357.0,Other,Breakfast,Low-Carb,11.43,2378.36,158.01,224.51,Raw,15.13,44.74,5.01,Bicycle Crunches,3.99,20.04,Advanced core exercise,365.61,"Shoulders, Triceps",Pull-up Bar,Advanced,Back,Anterior,Incline dumbbell flyes,22.071111111111108,2128.12,0.4982425803056218,2.14418042690294,0.6142376579689063,0.7547682348861403,253.0,36.10010201302266,840.903,1.2353057190991412e+20,Very High
32.98,Male,64.89,1.71,172.5,135.1,74.08,1.18,1560.2,HIIT,26.35435113507221,2.5,4.01,2.02,22.19,3.01,0.02,197.82,79.12,53.23,1722.0,Other,Snack,Low-Carb,7.3,762.37,295.85,381.8,Boiled,37.62,59.15,4.0,Lat Pulldowns,4.0,24.02,Improves core rotation strength,364.47,"Upper Back, Rear Deltoids",Bench or Step,Advanced,Shoulders,Lats,Triceps dips,22.19144352108341,1586.83,0.4986545502668843,1.2192941901679766,0.6199959357854095,0.7831884057971014,161.79999999999995,47.78866154845164,860.1492000000001,1.204188837328699e+20,Very High
58.96,Female,53.76,1.57,164.02,168.94,64.22,0.58,574.2,Strength,22.42903072886513,2.32,3.01,1.0,21.81,2.99,1.01,267.54,106.99,72.19,1479.0,Other,Lunch,Balanced,10.66,1497.92,9.97,256.58,Roasted,41.86,67.94,3.74,Prone Cobras,5.0,19.0,Improves posture and strengthens upper back,353.15,"Back, Core, Shoulders",Bench or Chair,Intermediate,Back,Middle,Decline dumbbell press,21.810215424560838,2147.83,0.4982517238328918,1.990141369047619,1.049298597194389,1.029996341909523,904.8,41.702153080162105,409.654,9.305923052598549e+19,High
43.98,Female,88.86,1.99,191.54,134.91,58.27,1.39,1497.45,Strength,23.658973086085552,2.01,4.02,1.97,22.44,3.03,1.04,324.27,128.34,85.96,2351.0,Other,Dinner,Vegan,6.79,2410.34,249.88,102.62,Fried,59.7,49.38,1.92,Glute Bridges,5.0,14.89,Improves lower back strength,338.61,"Shoulders, Upper Back",Bench or Chair,Advanced,Arms,Lateral,Leg extensions,22.438827302340847,2584.08,0.5019504040122597,1.4442943956785956,0.5750731597508817,0.704343740210922,853.55,67.83663651570437,941.3358,6.601085013776552e+19,Medium
35.64,Female,90.3,1.65,169.16,157.98,70.92,1.39,1499.95,Strength,35.0,3.4,3.99,1.99,33.17,3.0,0.0,239.82,95.9,64.0,2454.0,Other,Lunch,Paleo,40.5,251.1,148.45,479.89,Raw,33.92,69.29,4.23,Push Ups,4.0,14.93,Builds calf muscles,353.0,Full Core,Dumbbells or Barbell,Intermediate,Shoulders,Upper,Fat grip dumbbell curl,33.16804407713499,1918.88,0.4999166180271824,1.062015503875969,0.8861970684039088,0.9339087254670134,954.05,58.695,981.34,9.273684523498457e+19,High
41.12,Male,71.55,1.83,174.42,133.47,57.94,1.13,1218.37,Strength,22.88428201977403,2.79,3.01,1.98,21.37,2.99,0.02,217.47,86.52,58.25,1942.0,Other,Snack,Keto,49.21,766.79,137.26,315.15,Fried,7.14,23.75,3.83,Bench Press,5.01,23.13,Isolates and strengthens triceps,341.29,"Shoulders, Triceps",Kettlebell,Intermediate,Chest,Anterior,Incline dumbbell flyes,21.365224402042458,1740.21,0.49987070525971,1.209224318658281,0.6484375000000001,0.7652218782249742,723.6300000000001,55.17629621485168,771.3154,7.040112731535199e+19,Medium
26.18,Male,70.65,1.5,181.82,142.11,53.92,1.15,1012.0,Cardio,34.773951987909584,2.59,1.99,1.0,31.4,3.0,-0.02,217.28,87.04,57.93,1895.0,Other,Lunch,Low-Carb,4.65,2175.44,114.36,235.85,Steamed,38.21,113.18,4.91,Step-ups,5.02,20.99,Strengthens back and improves posture,368.83,"Shoulders, Triceps",Dumbbells,Beginner,Shoulders,Wrist Extensors,Bicep Curls,31.4,1738.65,0.4998820924280332,1.231988676574664,0.6895230648944489,0.7815971840281598,883.0,46.08220292054189,848.3089999999999,1.327043238932941e+20,Very High
